# Points
# New categories found under the following sections in Mapsource.
# bicycle rental: transportation/car_rental; 
# traffic_lights: Other/Business Services; 
# hunting_blind: Other/Social_services; 
# Windpower: Other/Repair_Service.
# Wlan (mainly Fon AP), Other Communications
point|place|city|0x04||10
point|place|town|0x08||16
point|amenity|WLAN|0x2f|0x12|22
point|amenity|Wlan|0x2f|0x12|22
point|amenity|wlan|0x2f|0x12|22
point|leisure|hunting_blind|0x2f|0x14|22
point|building|hunting_blind|0x2f|0x14|22
point|amenity|hunting_blind|0x2f|0x14|22
point|amenity|hochstand|0x2f|0x14|22
point|amenity|blind|0x2f|0x14|22
point|amenity|bicycle_rental|0x2f|0x02|22
point|power_source|wind|0x2f|0x13|20
point|highway|traffic_signal|0x2f|0x11|22
point|highway|traffic_signals|0x2f|0x11|22
point|highway|traffic_lights|0x2f|0x11|22
point|highway|traffic_light|0x2f|0x11|22
point|highway|ampel|0x2f|0x11|22
point|place|suburb|0x0a||22
point|place|village|0x0b||20
point|place|hamlet|0x11||22
point|place|locality|0x11||22
point|tourism|motel|0x2b|0x01|22
point|amenity|atm|0x2f|0x06|21
point|amenity|cashpoint|0x2f|0x06|21
point|amenity|cash_point|0x2f|0x06|21
point|tourism|zoo|0x2c|0x07|23
point|amenity|arts_centre|0x2f|0x14|23
point|amenity|bank|0x2f|0x06|21
point|amenity|bank;atm|0x2f|0x06|23
point|amenity|biergarten|0x2d|0x02|23
point|amenity|heuriger|0x2d|0x02|23
point|amenity|bus_station|0x2f|0x08|23
point|amenity|car_wash|0x2f|0x0e|23
point|amenity|cinema|0x2d|0x03|23
point|amenity|college|0x2c|0x05|23
point|amenity|courthouse|0x30|0x04|23
point|amenity|drinking_water|0x50|0x00|20
point|waterway|water_point|0x50|0x00|22
point|amenity|fast_food|0x2a|0x07|22
point|amenity|fire_station|0x30|0x08|23
point|amenity|fountain|0x65|0x00|22
point|amenity|quelle|0x65|0x00|22
point|natural|volcano|0x65|0x09|20
point|amenity|fuel|0x2f|0x01|23
point|amenity|grave_yard|0x64|0x03|23
point|amenity|hospital|0x30|0x02|22
point|amenity|library|0x2c|0x03|22
point|amenity|parking|0x2f|0x0b|20
point|amenity|bicycle_parking|0x2f|0x0b|23
point|amenity|pharmacy|0x2e|0x05|22
point|amenity|place_of_worship|0x2c|0x0b|23
point|amenity|police|0x30|0x01|23
point|amenity|post_office|0x2f|0x05|23
point|amenity|post_box|0x2f|0x05|23
point|amenity|pub|0x46|0x00|23
point|amenity|bar|0x46|0x00|22
point|amenity|public_building|0x30|0x03|23
point|amenity|recycling|0x2f|0x15|23
point|amenity|restaurant|0x2a|0x00|23
point|amenity|cafe|0x2a|0x00|20
point|amenity|school|0x2c|0x05|23
point|amenity|shelter|0x61|0x00|21
point|building|shelter|0x61|0x00|21
point|amenity|refuge|0x61|0x00|21
point|amenity|supermarket|0x2e|0x02|23
point|amenity|telephone|0x51|0x00|23
point|amenity|theatre|0x2d|0x01|23
point|amenity|toilets|0x4e|0x00|23
point|amenity|toilet|0x4e|0x00|23
point|amenity|townhall|0x30|0x03|23
point|amenity|university|0x2c|0x05|23
point|amenity|zoo|0x2c|0x07|23
point|highway|bus_stop|0x2f|0x08|23
point|railway|subway_entrance|0x2f|0x08|22
point|historic|museum|0x2c|0x02|23
point|historic|ruins|0x64|0x16|23
point|historic|castle|0x64|0x02|23
point|historic|memorial|0x2c|0x02|23
point|historic|archaeological_site|0x16|0x00|23
point|leisure|golf_course|0x2d|0x05|21
point|leisure|marina|0x43|0x00|21
point|leisure|park|0x2c|0x06|21
point|leisure|pitch|0x2c|0x08|21
point|leisure|sports_centre|0x2d|0x0a|21
point|leisure|stadium|0x2c|0x08|21
point|leisure|track|0x2c|0x08|21
point|aeroway|airport|0x59|0x00|20
point|man_made|tower|0x64|0x11|21
point|man_made|power_wind|0x2b|0x02|20
point|man_made|reservoir_covered|0x65|0x0f|21
point|man_made|reservoir|0x65|0x0f|21
point|man_made|water_tower|0x65|0x0f|21
point|power|generator|0x64|0x00|21
point|power|sub_station|0x64|0x00|21
point|power|tower|0x64|0x00|21
point|natural|beach|0x66|0x04|20
point|natural|cliff|0x66|0x07|20
point|natural|peak|0x66|0x16|20
point|natural|rock|0x66|0x14|20
point|natural|spring|0x65|0x11|23
point|natural|geyser|0x65|0x09|22
point|natural|glacier|0x65|0x0a|20
point|railway|halt|0x2f|0x08|22
point|railway|station|0x2f|0x08|22
point|railway|tram_stop|0x2f|0x08|23
point|shop|bakers|0x2e|0x00|23
point|shop|bakery|0x2e|0x00|23
point|shop|baker|0x2e|0x00|23
point|shop|butchers|0x2e|0x00|23
point|shop|butcher|0x2e|0x00|23
point|shop|book|0x2e|0x00|23
point|shop|convenience|0x2e|0x00|23
point|shop|doityourself|0x2e|0x00|23
point|shop|kiosk|0x2e|0x00|23
point|shop|outdoor|0x2e|0x00|23
point|shop|bicycle|0x2e|0x00|23
point|shop|supermarket|0x2e|0x00|23
point|shop|electronics|0x2e|0x00|23
point|tourism|attraction|0x64|0x02|23
point|tourism|camp_site|0x2b|0x03|23
point|tourism|caravan_site|0x2b|0x03|23
point|tourism|hotel|0x2b|0x01|23
point|tourism|guest_house|0x2b|0x01|20
point|tourism|information|0x4c|0x00|23
point|tourism|picnic_site|0x4a|0x00|23
point|tourism|theme_park|0x2c|0x01|23
point|tourism|viewpoint|0x52|0x00|23
point|man_made|windmill|0x64|0x11|20
#
#
#Polygons
# polygon|landuse|residential|0x01||20
# Taken out because it looks better simply as polyline
# polygon|place|city|0x01||20
polygon|place|town|0x02||20
polygon|place|suburb|0x02||20
polygon|place|village|0x03||20
polygon|place|hamlet|0x03||20
polygon|place|locality|0x03||20
polygon|amenity|prison|0x04||22
polygon|military|airfield|0x04||22
polygon|military|barracks|0x04||22
polygon|military|danger_area|0x04||22
polygon|military|range|0x04||22
polygon|amenity|parking|0x05||22
polygon|amenity|bicycle_parking|0x06||22
# 0x07 empty
polygon|amenity|supermarket|0x08||22
polygon|shop|supermarket|0x08||22
polygon|amenity|retail|0x08||22
polygon|leisure|marina|0x09||22
polygon|leisure|water_park|0x09||22
polygon|leisure|playground|0x10||20
polygon|amenity|public_building|0x0a||22
polygon|amenity|school|0x0a||22
polygon|amenity|college|0x0a||18
polygon|amenity|hospital|0x0b||22
polygon|landuse|industrial|0x0c||22
polygon|power|generator|0x0c||22
polygon|power|sub_station|0x0c||22
polygon|place|locality|0x0d||24
polygon|leisure|common|0x0d||20
polygon|aeroway|apron|0x0e||20
polygon|landuse|runway|0x0e||20
polygon|sport|model_aerodrome|0x0e||22
polygon|landuse|commercial|0x0f||22
polygon|building|commercial|0x13||22
polygon|landuse|quarry|0x11||19
polygon|historic|archaeological_site|0x12||22
# 0x13 see at end = Building
polygon|building|tramdepot|0x13||22
polygon|amenity|university|0x14||22
polygon|building|university|0x14||22
polygon|building|church|0x15||22
polygon|building|cathedral|0x15||22
polygon|leisure|nature_reserve|0x16||20
polygon|leisure|park|0x17||22
polygon|landuse|village_green|0x17||20
polygon|landuse|recreation_ground|0x17||20
polygon|leisure|golf_course|0x18||22
polygon|sport|golf|0x18||22
polygon|leisure|miniature_golf|0x18||22
polygon|leisure|track|0x19||22
polygon|leisure|pitch|0x19||22
polygon|sport|pitch|0x19||22
polygon|sport|baseball|0x19||22
polygon|sport|basketball|0x19||22
polygon|sport|boules|0x19||22
polygon|sport|bowls|0x19||22
polygon|sport|cricket|0x19||22
polygon|sport|cricket_nets|0x19||22
polygon|sport|croquet|0x19||22
polygon|sport|gymnastics|0x19||22
polygon|sport|hockey|0x19||22
polygon|sport|multi|0x19||22
polygon|sport|pelota|0x19||22
polygon|sport|racquet|0x19||22
polygon|sport|rugby|0x19||22
polygon|amenity|grave_yard|0x1a||21
polygon|landuse|cemetary|0x1a||21
polygon|landuse|cemetery|0x1a||21
polygon|sport|climbing|0x1b||20
polygon|sport|soccer|0x1c||20
polygon|sport|football|0x1c||21
polygon|sport|australian_football|0x1c||21
polygon|leisure|stadium|0x1d||20
polygon|sport|tennis|0x1e||21
polygon|leisure|sports_center|0x1f||20
polygon|leisure|sports_centre|0x1f||20
