00011,32.852343,-81.078152
00013,40.740837,-99.536681
00014,28.430887,-99.223902
00022,43.992425,-72.449424
00028,36.19362,-81.086545
00029,34.171563,-81.047835
00029,34.876621,-82.695673
00029,35.183614,-82.184864
00029,41.8592,-71.360098
00030,33.035272,-82.249431
00031,32.286214,-81.253417
00032,30.083813,-81.877215
00032,30.798962,-85.368247
00034,28.264999,-82.704316
00034,37.563755,-113.718637
00036,31.026654,-87.493713
00037,34.99124,-86.600039
00037,35.018475,-85.376659
00037,36.313417,-84.578813
00037,46.926462,-114.241969
00038,32.500525,-110.905611
00038,35.418374,-88.396228
00043,39.982784,-81.456439
00043,40.623125,-80.66371
00044,40.688949,-92.781643
00046,42.656414,-93.503145
00048,43.68294,-70.740089
00050,43.213013,-93.359954
00050,44.075517,-72.313132
00053,42.502077,-88.481671
00055,44.98403,-93.267155
00059,48.084757,-115.781318
00070,30.784849,-91.365351
00070,31.576032,-90.106253
00072,34.576619,-91.458147
00077,30.012619,-95.1441
00078,26.204593,-98.236503
00079,31.428891,-103.479339
00087,35.889904,-105.978513
00097,44.085971,-123.111443
00099,64.344228,-149.191886
00122,42.659579,-73.776165
00127,42.337716,-71.054741
00214,45.217643,-69.546278
00223,38.086503,-78.114546
00227,36.44033,-79.968174
00234,37.627385,-75.766242
00239,36.821558,-78.589234
00255,41.749912,-70.64938
00270,36.502692,-80.129375
00284,33.965971,-78.021361
00289,36.396672,-81.491359
00293,26.205265,-98.375756
00297,34.633291,-81.071099
00315,31.544494,-82.428827
00317,30.941658,-84.482501
00317,31.385118,-84.935264
00323,30.468542,-84.224854
00324,30.058022,-83.587479
00325,30.603889,-87.034116
00326,29.785987,-82.422227
00327,43.411101,-71.606936
00342,27.280155,-81.407396
00345,42.942131,-72.141167
00346,28.229723,-82.667174
00352,33.431764,-86.815649
00356,34.835686,-87.653127
00358,34.732226,-86.655263
00358,44.599362,-71.303245
00366,30.710489,-88.080599
00373,35.217739,-84.831104
00380,43.457072,-71.221337
00397,33.293317,-89.575088
00417,37.169141,-83.506365
00426,45.160698,-69.232103
00428,41.189584,-74.509745
00438,40.327185,-81.517165
00441,44.912921,-68.62837
00446,40.401447,-81.29036
00448,35.125652,-114.567495
00452,39.14756,-84.476443
00463,44.91774,-66.998112
00463,45.251743,-68.980129
00468,41.02283,-85.157884
00468,44.917168,-68.637375
00469,33.930579,-78.488132
00470,44.153094,-70.551852
00480,42.84403,-82.854616
00506,43.931996,-72.66294
00507,43.93266,-72.438636
00519,41.306097,-72.937847
00525,43.009539,-73.159042
00527,41.569684,-90.422773
00545,43.908143,-72.159926
00559,44.073114,-92.794548
00570,46.861348,-95.331397
00572,44.867808,-71.984362
00575,43.832034,-72.252881
00582,44.461434,-72.100365
00586,44.859721,-72.10408
00601,18.162211,-66.72457
00602,18.379481,-67.184881
00603,18.491485,-67.028036
00603,18.504536,-67.132647
00604,18.501815,-67.13798
00605,18.503664,-67.128711
00606,41.883232,-87.629552
00607,18.256371,-66.101745
00608,17.970322,-66.215154
00609,18.138777,-66.270482
00609,18.411962,-67.154635
00610,18.297228,-67.143908
00611,18.282718,-66.803737
00612,18.475679,-66.751105
00613,18.473159,-66.749696
00615,17.97608,-66.05983
00617,18.452482,-66.542379
00618,18.18663,-66.307154
00622,17.972843,-67.188165
00623,18.035133,-67.139609
00625,18.211797,-66.049741
00626,18.234679,-66.04401
00627,18.088283,-67.135211
00627,18.483556,-66.840297
00629,18.374826,-65.899861
00629,18.427404,-65.879873
00633,18.119354,-66.179055
00633,41.636603,-72.038556
00634,18.064157,-66.372134
00634,18.117548,-66.149769
00635,18.266361,-65.647762
00638,18.336924,-66.468533
00639,18.175787,-66.160349
00640,18.078951,-66.368647
00642,18.221012,-66.2236
00643,18.341029,-66.317402
00644,18.079794,-66.561961
00645,18.307976,-65.303667
00646,18.460784,-66.264473
00647,17.964831,-66.943834
00648,18.325243,-65.654372
00648,18.37826,-65.791235
00650,18.360905,-66.567571
00652,17.976019,-66.094776
00652,18.457193,-66.601958
00652,39.015974,-92.740847
00653,17.971285,-66.907752
00654,17.948893,-66.126754
00655,17.971497,-66.124635
00656,18.020093,-66.792017
00658,18.257007,-65.972737
00659,18.474632,-66.756436
00659,18.4845,-66.788516
00660,18.139319,-67.128272
00660,38.826018,-95.093371
00661,18.149504,-65.825539
00662,18.501097,-67.022372
00664,18.218274,-66.590974
00665,17.991009,-66.488004
00665,18.013986,-66.59043
00666,18.232654,-65.920342
00667,17.975885,-67.04536
00669,18.282869,-66.816151
00669,18.291008,-66.889946
00670,18.252076,-66.990091
00671,18.194961,-65.883961
00672,18.431639,-65.878317
00673,18.377086,-65.716958
00673,18.38193,-65.841676
00686,41.278419,-96.908736
00701,18.427405,-66.479567
00704,30.250175,-89.709373
00706,18.179715,-66.978879
00706,30.766184,-93.419674
00707,18.008292,-65.901558
00708,18.155067,-67.147093
00708,18.207535,-67.151659
00709,18.075231,-67.042591
00709,18.080627,-67.157301
00709,18.144381,-67.1433
00709,18.202928,-67.142145
00715,18.009252,-66.538956
00715,18.013371,-66.534917
00716,17.984352,-66.620037
00716,18.394735,-67.113338
00717,17.997614,-66.601382
00717,18.325877,-66.407754
00718,18.218775,-65.823715
00719,18.300783,-66.244496
00720,18.227433,-66.390874
00721,18.379332,-65.785559
00722,42.717999,-95.432852
00723,17.983467,-66.111946
00723,18.004966,-66.013505
00724,17.992816,-66.713671
00728,17.993251,-66.615352
00730,17.984941,-66.661228
00731,17.963327,-66.296015
00731,17.980501,-66.617006
